Haul	subdiv	Species	TotalLength	Age
57	30	ClupeaHarengus	165	4
57	30	ClupeaHarengus	165	4
57	30	ClupeaHarengus	170	3
57	30	ClupeaHarengus	170	6
57	30	ClupeaHarengus	170	8
57	30	ClupeaHarengus	170	5
57	30	ClupeaHarengus	170	8
57	30	ClupeaHarengus	175	3
57	30	ClupeaHarengus	175	8
57	30	ClupeaHarengus	175	4
57	30	ClupeaHarengus	175	7
57	30	ClupeaHarengus	175	7
57	30	ClupeaHarengus	180	4
57	30	ClupeaHarengus	180	4
57	30	ClupeaHarengus	180	8
57	30	ClupeaHarengus	180	5
57	30	ClupeaHarengus	180	8
57	30	ClupeaHarengus	185	4
57	30	ClupeaHarengus	185	7
57	30	ClupeaHarengus	185	8
57	30	ClupeaHarengus	185	5
57	30	ClupeaHarengus	185	8
57	30	ClupeaHarengus	190	5
57	30	ClupeaHarengus	190	8
57	30	ClupeaHarengus	190	4
57	30	ClupeaHarengus	190	8
57	30	ClupeaHarengus	190	8
57	30	ClupeaHarengus	195	8
57	30	ClupeaHarengus	195	8
57	30	ClupeaHarengus	195	8
57	30	ClupeaHarengus	195	8
57	30	ClupeaHarengus	195	8
57	30	ClupeaHarengus	200	8
57	30	ClupeaHarengus	200	8
57	30	ClupeaHarengus	200	8
57	30	ClupeaHarengus	200	8
57	30	ClupeaHarengus	200	8
57	30	ClupeaHarengus	205	8
57	30	ClupeaHarengus	205	8
57	30	ClupeaHarengus	205	8
57	30	ClupeaHarengus	205	8
57	30	ClupeaHarengus	205	8
57	30	ClupeaHarengus	210	8
57	30	ClupeaHarengus	210	8
57	30	ClupeaHarengus	210	8
57	30	ClupeaHarengus	210	8
57	30	ClupeaHarengus	210	8
57	30	ClupeaHarengus	215	8
57	30	ClupeaHarengus	215	8
57	30	ClupeaHarengus	220	8
57	30	ClupeaHarengus	225	8
57	30	ClupeaHarengus	240	8
59	30	ClupeaHarengus	130	1
59	30	ClupeaHarengus	130	1
59	30	ClupeaHarengus	130	1
59	30	ClupeaHarengus	130	1
59	30	ClupeaHarengus	130	1
59	30	ClupeaHarengus	135	1
59	30	ClupeaHarengus	135	1
59	30	ClupeaHarengus	135	1
59	30	ClupeaHarengus	135	1
59	30	ClupeaHarengus	135	1
59	30	ClupeaHarengus	140	1
59	30	ClupeaHarengus	140	1
59	30	ClupeaHarengus	140	1
59	30	ClupeaHarengus	140	1
59	30	ClupeaHarengus	140	1
59	30	ClupeaHarengus	145	3
59	30	ClupeaHarengus	145	5
59	30	ClupeaHarengus	145	1
59	30	ClupeaHarengus	145	2
59	30	ClupeaHarengus	145	3
59	30	ClupeaHarengus	150	2
59	30	ClupeaHarengus	150	2
59	30	ClupeaHarengus	150	2
59	30	ClupeaHarengus	150	2
59	30	ClupeaHarengus	150	4
59	30	ClupeaHarengus	155	3
59	30	ClupeaHarengus	155	3
59	30	ClupeaHarengus	155	5
59	30	ClupeaHarengus	155	3
59	30	ClupeaHarengus	155	3
59	30	ClupeaHarengus	160	3
59	30	ClupeaHarengus	160	2
59	30	ClupeaHarengus	160	2
59	30	ClupeaHarengus	160	3
59	30	ClupeaHarengus	160	7
59	30	ClupeaHarengus	165	3
59	30	ClupeaHarengus	165	2
59	30	ClupeaHarengus	165	4
59	30	ClupeaHarengus	165	7
59	30	ClupeaHarengus	165	4
59	30	ClupeaHarengus	170	7
59	30	ClupeaHarengus	170	3
59	30	ClupeaHarengus	170	4
59	30	ClupeaHarengus	170	7
59	30	ClupeaHarengus	170	6
59	30	ClupeaHarengus	175	5
59	30	ClupeaHarengus	175	4
59	30	ClupeaHarengus	175	4
59	30	ClupeaHarengus	175	4
59	30	ClupeaHarengus	175	4
59	30	ClupeaHarengus	180	6
59	30	ClupeaHarengus	180	3
59	30	ClupeaHarengus	180	8
59	30	ClupeaHarengus	180	8
59	30	ClupeaHarengus	180	6
59	30	ClupeaHarengus	185	5
59	30	ClupeaHarengus	185	6
59	30	ClupeaHarengus	185	8
59	30	ClupeaHarengus	185	8
59	30	ClupeaHarengus	185	5
59	30	ClupeaHarengus	190	8
59	30	ClupeaHarengus	190	7
59	30	ClupeaHarengus	190	8
59	30	ClupeaHarengus	190	8
59	30	ClupeaHarengus	195	8
59	30	ClupeaHarengus	195	8
59	30	ClupeaHarengus	195	8
59	30	ClupeaHarengus	200	8
59	30	ClupeaHarengus	215	8
61	30	ClupeaHarengus	125	1
61	30	ClupeaHarengus	130	1
61	30	ClupeaHarengus	130	1
61	30	ClupeaHarengus	130	1
61	30	ClupeaHarengus	130	1
61	30	ClupeaHarengus	135	1
61	30	ClupeaHarengus	135	1
61	30	ClupeaHarengus	135	1
61	30	ClupeaHarengus	135	1
61	30	ClupeaHarengus	135	1
61	30	ClupeaHarengus	140	1
61	30	ClupeaHarengus	140	1
61	30	ClupeaHarengus	140	1
61	30	ClupeaHarengus	140	1
61	30	ClupeaHarengus	140	1
61	30	ClupeaHarengus	145	1
61	30	ClupeaHarengus	145	1
61	30	ClupeaHarengus	145	2
61	30	ClupeaHarengus	145	1
61	30	ClupeaHarengus	145	1
61	30	ClupeaHarengus	150	1
61	30	ClupeaHarengus	150	4
61	30	ClupeaHarengus	150	1
61	30	ClupeaHarengus	150	2
61	30	ClupeaHarengus	150	2
61	30	ClupeaHarengus	155	2
61	30	ClupeaHarengus	155	4
61	30	ClupeaHarengus	155	3
61	30	ClupeaHarengus	155	4
61	30	ClupeaHarengus	155	2
61	30	ClupeaHarengus	160	3
61	30	ClupeaHarengus	160	4
61	30	ClupeaHarengus	160	2
61	30	ClupeaHarengus	160	4
61	30	ClupeaHarengus	160	5
61	30	ClupeaHarengus	165	4
61	30	ClupeaHarengus	165	8
61	30	ClupeaHarengus	165	5
61	30	ClupeaHarengus	165	6
61	30	ClupeaHarengus	165	5
61	30	ClupeaHarengus	170	3
61	30	ClupeaHarengus	170	4
61	30	ClupeaHarengus	170	5
61	30	ClupeaHarengus	170	4
61	30	ClupeaHarengus	170	4
61	30	ClupeaHarengus	175	2
61	30	ClupeaHarengus	175	6
61	30	ClupeaHarengus	175	5
61	30	ClupeaHarengus	175	5
61	30	ClupeaHarengus	175	6
61	30	ClupeaHarengus	180	6
61	30	ClupeaHarengus	180	6
61	30	ClupeaHarengus	180	7
61	30	ClupeaHarengus	180	6
61	30	ClupeaHarengus	180	4
61	30	ClupeaHarengus	185	5
61	30	ClupeaHarengus	185	7
61	30	ClupeaHarengus	185	5
61	30	ClupeaHarengus	185	5
61	30	ClupeaHarengus	185	8
61	30	ClupeaHarengus	195	8
61	30	ClupeaHarengus	205	8
61	30	ClupeaHarengus	205	8
61	30	ClupeaHarengus	210	8
63	30	ClupeaHarengus	120	1
63	30	ClupeaHarengus	125	1
63	30	ClupeaHarengus	125	1
63	30	ClupeaHarengus	125	1
63	30	ClupeaHarengus	130	1
63	30	ClupeaHarengus	130	1
63	30	ClupeaHarengus	130	1
63	30	ClupeaHarengus	130	1
63	30	ClupeaHarengus	130	1
63	30	ClupeaHarengus	135	1
63	30	ClupeaHarengus	135	1
63	30	ClupeaHarengus	135	1
63	30	ClupeaHarengus	135	1
63	30	ClupeaHarengus	135	1
63	30	ClupeaHarengus	140	1
63	30	ClupeaHarengus	140	1
63	30	ClupeaHarengus	140	1
63	30	ClupeaHarengus	140	1
63	30	ClupeaHarengus	140	1
63	30	ClupeaHarengus	145	1
63	30	ClupeaHarengus	145	2
63	30	ClupeaHarengus	145	1
63	30	ClupeaHarengus	145	1
63	30	ClupeaHarengus	145	3
63	30	ClupeaHarengus	150	2
63	30	ClupeaHarengus	150	2
63	30	ClupeaHarengus	150	3
63	30	ClupeaHarengus	150	1
63	30	ClupeaHarengus	150	3
63	30	ClupeaHarengus	155	2
63	30	ClupeaHarengus	155	2
63	30	ClupeaHarengus	155	2
63	30	ClupeaHarengus	155	4
63	30	ClupeaHarengus	155	5
63	30	ClupeaHarengus	160	3
63	30	ClupeaHarengus	160	6
63	30	ClupeaHarengus	160	2
63	30	ClupeaHarengus	160	2
63	30	ClupeaHarengus	160	3
63	30	ClupeaHarengus	165	5
63	30	ClupeaHarengus	165	6
63	30	ClupeaHarengus	165	6
63	30	ClupeaHarengus	165	3
63	30	ClupeaHarengus	165	4
63	30	ClupeaHarengus	170	6
63	30	ClupeaHarengus	170	4
63	30	ClupeaHarengus	170	4
63	30	ClupeaHarengus	170	5
63	30	ClupeaHarengus	170	5
63	30	ClupeaHarengus	175	5
63	30	ClupeaHarengus	175	6
63	30	ClupeaHarengus	175	6
63	30	ClupeaHarengus	175	3
63	30	ClupeaHarengus	175	4
63	30	ClupeaHarengus	180	4
63	30	ClupeaHarengus	180	4
63	30	ClupeaHarengus	180	5
63	30	ClupeaHarengus	180	6
63	30	ClupeaHarengus	180	5
63	30	ClupeaHarengus	185	3
63	30	ClupeaHarengus	185	5
63	30	ClupeaHarengus	185	5
63	30	ClupeaHarengus	185	6
63	30	ClupeaHarengus	185	6
63	30	ClupeaHarengus	190	6
63	30	ClupeaHarengus	190	8
63	30	ClupeaHarengus	190	6
63	30	ClupeaHarengus	190	8
63	30	ClupeaHarengus	190	7
63	30	ClupeaHarengus	195	8
63	30	ClupeaHarengus	195	8
63	30	ClupeaHarengus	195	8
63	30	ClupeaHarengus	195	8
63	30	ClupeaHarengus	195	8
63	30	ClupeaHarengus	200	8
63	30	ClupeaHarengus	200	8
63	30	ClupeaHarengus	205	8
63	30	ClupeaHarengus	205	8
63	30	ClupeaHarengus	210	8
63	30	ClupeaHarengus	210	8
63	30	ClupeaHarengus	215	8
